id,title,original_title,description,v_picture,h_picture,premiere_date,rating_avg,rate_imdb,rate_kinopoisk,duration_minutes,age_limit,view_count,genres,actors,directors,countries,categories,favorite_for,need_to_see,trailer_link
11,Астрал,Insidious,"Джош и Рене переезжают с детьми в новый дом, но не успевают толком распаковать вещи, как начинаются странные события. Необъяснимо перемещаются предметы, в детской звучат странные звуки… Но настоящий кошмар начинается для родителей, когда их десятилетний сын Далтон впадает в кому. Все усилия врачей в больнице помочь мальчику безуспешны.
Несколько месяцев спустя его возвращают домой, где за несчастным ребенком ухаживают мать и сиделка. Но загадочные явления в доме продолжаются. Отчаявшиеся родители готовы обратиться за помощью к кому угодно, и вскоре выясняется, что Далтон в бессознательном состоянии связан с паранормальным миром.",images/movies/астрал_вертикаль.webp,images/movies/астрал_горизонталь.webp,2010-01-01,0.0,6.8,6.8,103,16,44,10,"63,65,61,60,49,58,59,66,62,64",12,1,1,2ac96d6d-0fa8-40c4-bbb6-23f1339d3f1d,,https://youtube.com/embed/bWzy1EOMC2g
62,Битва при Лонгтане,Danger Close: The Battle of Long Tan,Война во Вьетнаме. Рота в основном неопытных австралийских и новозеландских солдат встречается в битве при Лонгтане с превосходящими силами Вьетконга.,images/movies/Битва_при_Лонгтане_вертикальная.webp,images/movies/Битва_при_Лонгтане_горизонтальная.webp,2019-01-01,0.0,6.8,6.6,118,18,12,"16,9,6","413,412,411,410,414",67,11,1,5018f760-a526-42ff-bf8e-47d439a48790,4a01ed61-cf28-4ec2-aa18-a97a2462bd74,https://www.youtube.com/embed/puGmsbIHxaM?si=W0vz0L1QSqGFQNfC
64,Мастер меча,Geomgaek,"Чосон, 1623 год. После свержения монарха Кванхэ-гуна страна погружается в хаос. Через несколько лет солдаты империи Цин забирают крестьян на чужой территории в рабы, их предводитель ищет достойного соперника для поединка на мечах, а простая девушка пытается найти лекарство для слепнущего отца.",images/movies/Мастер_меча_вертикальная.webp,images/movies/Мастер_меча_горизонтальная.webp,2020-01-01,0.0,6.8,7.5,100,18,10,"16,6","422,421,424,420,423",69,10,1,,,https://www.youtube.com/embed/xGx6cctM1_U?si=QXjXqVkH-d6586uZ
145,Обитель проклятых,Stonehearst Asylum,"Англия, 1899 год. Молодой выпускник Оксфорда доктор Эдвард Ньюгэйт прибывает на работу в отдалённую психиатрическую клинику. Его внимание сразу привлекает красивая пациентка миссис Грэйвс, страдающая истерией и оказавшаяся здесь за нападение на истязавшего её мужа. Главврач мистер Лэмб применяет странные на взгляд официальной медицины методы лечения: потакает больным в их иллюзиях и даёт свободу передвижения. Но вскоре Эдварду предстоит узнать, что это далеко не самое необычное, что таится в стенах больницы.",images/movies/обитель_проклятых_вертикаль_39.webp,images/movies/_40_11zon.webp,2014-01-01,0.0,6.8,7.2,112,18,4,"11,9","127,419,950,732,894,827,32,951,952,953",138,1,1,,,https://youtube.com/embed/v52_gq3XA38
42,Принц пустыни,"Zodi & Tehu, frères du désert","2-летний Зоди живет в пустыне со своим племенем, дружит с ветеринаром Джулией и не очень любит ходить в школу. Жизнь мальчика переворачивается с ног на голову, когда он обнаруживает осиротевшего верблюжонка. Так зарождается удивительная дружба, которая быстро оказывается под угрозой: местный браконьер Тарек жаждет заработать на молодом верблюде, ведь тот оказался исключительным бегуном и может выиграть не одно соревнование.

Чтобы уберечь четвероногого друга, Зоди отправляется в опасное путешествие через всю Сахару. Их ждет множество опасностей — стычки с бандитами, песчаные бури и соленое море — и большая цель на горизонте: стать участниками легендарной верблюжьей гонки в Абу-Даби.",images/movies/Принц_пустыни_вертикальная.webp,images/movies/Принц_пустыни_горизонтальная.webp,2023-02-08,0.0,6.8,7.9,105,12,257,"8,7","308,313,315,311,310,312,314,316,309,307",46,5,1,"92fb7fa2-b4a1-4ccb-a15a-e459a7b4e13c,53cb716d-3187-49ec-bc24-3623390d4c25,5018f760-a526-42ff-bf8e-47d439a48790,2ac96d6d-0fa8-40c4-bbb6-23f1339d3f1d","c8850036-31f8-4063-8a21-5ee4764ccb8b,92fb7fa2-b4a1-4ccb-a15a-e459a7b4e13c,5b95b64a-f72b-428a-87fe-2a49ac0ba12e",https://youtube.com/embed/WgQc0DbqL7k
144,Форсаж,The Fast and the Furious,"Его зовут Брайан, и он — фанат турбин и нитроускорителей. Он пытается попасть в автобанду легендарного Доминика Торетто, чемпиона опасных и незаконных уличных гонок. Брайан также полицейский, и его задание — втереться в доверие к Торетто, подозреваемому в причастности к дерзким грабежам грузовиков, совершаемым прямо на ходу.",images/movies/форсаж_вертикаль.webp,images/movies/форсаж_горизонталь.webp,2001-01-01,0.0,6.8,7.8,106,16,7,"13,11,6","942,947,943,648,944,941,945,948,949,946",137,"12,1",1,,,https://youtube.com/embed/8QyEruRwNeo
71,12 могучих сирот,12 Mighty Orphans,"Ветеран Первой мировой войны Расти Рассел решает стать тренером футбольной команды и для этого возвращается в приют, где мать оставила его ещё ребёнком.",images/movies/12_могучих_сирот_вертикальная.webp,images/movies/12_могучих_сирот_горизонтальная.webp,2021-01-01,0.0,6.9,6.9,118,18,11,16,"452,449,450,451,453",75,1,1,2ac96d6d-0fa8-40c4-bbb6-23f1339d3f1d,,https://www.youtube.com/embed/imBgCV_bkCc?si=k44cl9Yc6g0NbxFS
58,Великолепная семёрка,The Magnificent Seven,"Этот римейк классического фильма рассказывает о семи наёмных бойцах, которые приходят на помощь жителям маленького городка, защищая их от банды беспощадных разбойников. Сражение за справедливость и свободу становится центральной темой фильма.",images/movies/Великолепная_семерка_вертикальная.webp,images/movies/Великолепная_семерка_горизонтальная.webp,2016-09-08,0.0,6.9,6.8,132,16,15,"17,7,6","395,393,394,12,396",63,"11,1",1,58ed4fc8-ac3e-48b0-a3d1-f2a08b5156ae,124dc59c-3133-45a2-99c6-820543bee419,https://www.youtube.com/embed/yF5BR_bOP6w?si=AQul1vLNliHUUxV4
143,Дьявол носит Prada,The Devil Wears Prada,"Мечтающая стать журналисткой провинциальная девушка Энди по окончании университета получает должность помощницы всесильной Миранды Пристли, деспотичного редактора одного из крупнейших нью-йоркских журналов мод. Энди всегда мечтала о такой работе, не зная, с каким нервным напряжением это будет связано…",images/movies/дьявол_носит_прада_вертикаль_11.webp,images/movies/дьявол_носит_прада_горизонталь_12.webp,2006-01-01,0.0,6.9,7.7,109,16,14,"9,1","940,939,932,938,935,934,937,936,933,29",136,"1,5",1,2ac96d6d-0fa8-40c4-bbb6-23f1339d3f1d,2ac96d6d-0fa8-40c4-bbb6-23f1339d3f1d,https://youtube.com/embed/byudyLwXcN8
48,Зачетный препод,Suck Me Shakespeer,"Незадачливый грабитель банков Зеки Мюллер после тринадцати месяцев отсидки выходит из тюрьмы. Он отправляется на поиски награбленной добычи, которая была спрятана на стройке. Вместе с подружкой они думали, что там идёт всего-навсего прокладка труб. Каково же удивление горе-грабителя, когда он обнаруживает на нужном месте новенький школьный спортзал! Чтобы добраться до награбленного, Зеки пытается устроиться на место школьного сторожа. Но в результате лёгкого недопонимания вместо этого его берут в качестве учителя на замену. Ему достаётся самый буйный и ненормальный класс во всей школе — 10 «Б». Используя несколько необычные методы, бывший грабитель неожиданно находит общий язык с учениками. Одновременно с этим по ночам он пытается добраться до спрятанной добычи и влюбляется в коллегу-учительницу Лиси.",images/movies/Зачётный_препод_вертикальная.webp,images/movies/Зачётный_препод_горизонтальная.webp,2013-01-01,0.0,6.9,7.1,119,18,21,1,"349,350,346,347,345,348",52,12,1,"2ac96d6d-0fa8-40c4-bbb6-23f1339d3f1d,1b8fd4c0-f30f-4dcd-952b-000431d86e0a",,https://youtube.com/embed/bqNso6nsRSE
46,Отпуск по обмену,The Holiday,"Айрис Симпкинс, автор популярной свадебной колонки в лондонской «Daily Telegraph», живет в очаровательном коттедже в английской провинции. Она влюблена в мужчину, который любит другую. Далеко от нее в Южной Калифорнии живет Аманда Вудс, владелица процветающего рекламного агентства, занимающегося созданием роликов для фильмов. Она вдруг обнаруживает, что любимый человек ей изменяет.
Две незнакомые друг с другом женщины, живущие на расстоянии 10 000 километров друг от друга, оказываются в схожей ситуации. И они находят друг друга. В Интернете, на сайте обмена жильем на время отпуска. Перед Рождеством Айрис и Аманда решают отдохнуть от своих проблем, договорившись поменяться континентами и пожить друг у друга в течение двух недель. Айрис переезжает в дом Аманды в солнечной Калифорнии, а Аманда приезжает в засыпанную снегом английскую провинцию…",images/movies/Отпуск_по_обмену_вертикальная.webp,images/movies/Отпуск_по_обмену_горизонтальная.webp,2006-12-07,0.0,6.9,7.8,136,18,30,"2,1","333,332,334,318,331",50,1,1,"f740d32e-cf84-4114-a283-d066f94fe450,2ac96d6d-0fa8-40c4-bbb6-23f1339d3f1d,1b8fd4c0-f30f-4dcd-952b-000431d86e0a",124dc59c-3133-45a2-99c6-820543bee419,https://www.youtube.com/embed/wk9caHO3pW0
96,8 женщин,8 Women,"Занесённая снегом французская глубинка. В поместье собирается семья для встречи Рождества. Но праздник не состоится. Хозяин дома убит. 8 женщин, близких хозяину дома, начинают расследование.
Каждая из них под подозрением. У каждой есть мотив для убийства. День расследования открывает многие семейные тайны, которые были под семью замками.",images/movies/8_женщин_вертикальная.webp,images/movies/8_женщин_горизонтальная.webp,2002-01-08,0.0,7.0,7.6,110,18,7,"13,12,9,1","549,550,552,551,553",96,5,1,1b8fd4c0-f30f-4dcd-952b-000431d86e0a,,https://www.youtube.com/embed/vXXXdTI-vCU
131,Дрянные девченки,Mean Girls,"Проведя детство в Африке с родителями-зоологами, Кэйди Хэрон думала, что знает всё про правило «выживает сильнейший». Но закон джунглей полностью пересматривается, когда домашняя 15-летняя девушка в первый раз попадает в обычную школу и влюбляется в бывшего парня самой подлой девчонки в школе.",images/movies/дрянные_двеченки_вертикаль_9.webp,images/movies/дрянные_девченки_горизонт_10.webp,2004-01-01,0.0,7.0,7.1,97,16,4,1,"839,842,843,837,836,838,579,841,840,844",124,"8,1",1,,,https://youtube.com/embed/9b0KoY6h590
1,Отличница легкого поведения,Easy A,Над старшеклассницей Олив насмехаются из-за слуха о потере ею невинности в школе с пуританскими нравами. Но она превращает этот слух в достоинство и становится популярной.,images/movies/Отличница_легкого_поведения_вертикальная.webp,images/movies/Отличница_легкого_поведения_горизонтальная.webp,2010-01-01,0.0,7.0,6.9,92,18,36,"2,1","341,342,344,340,343,1",1,1,1,"58ed4fc8-ac3e-48b0-a3d1-f2a08b5156ae,1b8fd4c0-f30f-4dcd-952b-000431d86e0a",,https://youtube.com/embed/qMnaTWNzlRQ
7,Прометей,Prometheus,"В поисках сакрального знания группа ученых отправляется в самые темные и неизведанные чертоги вселенной. Именно там, в отдаленных мирах, находясь на пределе своих умственных и физических возможностей, им предстоит вступить в безжалостную схватку за будущее всего человечества.",images/movies/Прометеи_вертикальная.webp,images/movies/Прометеи_горизонтальная.webp,2012-05-31,0.0,7.0,7.0,124,16,45,"10,4","37,36,34,33,35",9,"6,1",1,"58ed4fc8-ac3e-48b0-a3d1-f2a08b5156ae,3650935b-b38b-48c5-80bb-45dfc4757ffe,2ac96d6d-0fa8-40c4-bbb6-23f1339d3f1d",c8850036-31f8-4063-8a21-5ee4764ccb8b,https://www.youtube.com/embed/yA6OKoW30Pk
102,Такси,Taxi,Дуэт инспектора полиции и таксиста-лихача — против грабителей банков. Начало знаменитой франшизы Люка Бессона,images/movies/такси_горизонталь.webp,images/movies/такси_горионталь.webp,1998-01-01,0.0,7.0,7.9,86,18,8,"13,6,1","592,595,596,593,590,597,588,589,594,591",99,5,1,1b8fd4c0-f30f-4dcd-952b-000431d86e0a,,https://youtube.com/embed/U0fFQeV3LTE
4,Братья Супер Марио в кино,The Super Mario Bros. Movie,"Братья-водопроводчики Марио и Луиджи открывают портал в подземный город, из которого должны вызволить пленённую принцессу Пич и сразиться с заклятым врагом Боузером.",images/movies/Марио_вертикальная.webp,images/movies/Марио_горизонтальная.webp,2023-04-01,0.0,7.1,7.0,92,0,428,"7,5,3,1","14,15,20,16,12",6,"1,7",1,"c8850036-31f8-4063-8a21-5ee4764ccb8b,92fb7fa2-b4a1-4ccb-a15a-e459a7b4e13c,5018f760-a526-42ff-bf8e-47d439a48790,2ac96d6d-0fa8-40c4-bbb6-23f1339d3f1d,1b8fd4c0-f30f-4dcd-952b-000431d86e0a","92fb7fa2-b4a1-4ccb-a15a-e459a7b4e13c,53bba5e3-97ec-4a5c-a0e8-96d14341b126",https://youtube.com/embed/DurflEd-1tE
91,Возвращение кота,The Cat Returns,"В разгар дня на оживленной улице юная Хару храбро выхватывает из-под колес грузовика очаровательного кота. К ее великому удивлению, кот встает на задние лапы и благодарит Хару на человеческом языке. Оказывается, перед ней принц загадочного Кошачьего царства, и теперь Кошачий царь хочет женить его на отважной спасительнице.
Вскоре он похищает Хару, которая вовсе не желает быть кошачьей принцессой, и только верные усатые и хвостатые друзья - толстый бродяга Мьюта и великолепный Барон - смогут вызволить её из кошачьего плена.",images/movies/Возвращение_кота_вертикальная.webp,images/movies/Возвращение_кота_горизонтальная_2.webp,2002-07-20,0.0,7.1,7.9,75,12,18,"3,5,7,8,15","529,530,531,528,532",92,7,1,,,https://youtube.com/embed/Gp-H_YOcYTM
98,Гнев человеческий,Wrath of Man,"Хмурый мужчина прикидывается инкассатором, чтобы выйти на грабителей. Гай Ричи и Джейсон Стэйтем снова вместе",images/movies/гнев_человеческий_вертикаль.webp,images/movies/гнев_человечекий_вертикаль.webp,2021-04-22,0.0,7.1,7.6,118,18,28,"11,6","506,555,557,556,558,559,554,139",83,"6,1",1,124dc59c-3133-45a2-99c6-820543bee419,,https://youtube.com/embed/YLw55x-zOSo
148,Зверопой,Sing,"В мире, который населяют звери, коала по имени Бастер Мун изо всех сил пытается предотвратить закрытие своего театра. В итоге Бастер и его друг баран Эдди устраивают конкурс певцов, предлагая принять участие каждому жителю города.",images/movies/_19_11zon.webp,images/movies/зверопой_горизонталь_20.webp,2016-01-01,0.0,7.1,7.4,108,6,5,"8,3,1","975,973,974,961,28,481,970,761,972,971","139,140","1,5,7",1,,,https://youtube.com/embed/-jzTAt9Gi_8
45,Красотка,Pretty Woman,"Финансовый магнат Эдвард Льюис, проезжая по ночному городу, останавливается около красивой женщины. Ее зовут Вивьен и она берет только наличными. Наутро он понимает, что не хочет расставаться с ней и предлагает девушке остаться в его номере в отеле еще на некоторое время - за дополнительный гонорар.",images/movies/Красотка_вертикальная.webp,images/movies/Красотка_горизонтальная.webp,1992-05-04,0.0,7.1,8.0,115,16,29,"2,1","329,327,330,328,326",49,1,1,"1b8fd4c0-f30f-4dcd-952b-000431d86e0a,124dc59c-3133-45a2-99c6-820543bee419",,https://www.youtube.com/embed/2EBAVoN8L_U
30,Пираты Карибского моря: На краю света,Pirates of the Caribbean: At World's End,"Новые приключения Джека Воробья и его друзей Уилла Тернера и Элизабет Суонн. На этот раз Уиллу и Элизабет придется объединиться с самим Капитаном Барбоссой для того, чтобы отправиться на край света и спасти своего друга — Джека. Ситуация осложняется тем, что Элизабет попадает к сингапурским пиратам…",images/movies/Пираты_Карибского_моря_на_краю_света_вертикальная.webp,images/movies/Пираты_карибсткого_моря_гор.webp,2007-01-01,0.0,7.1,8.1,169,12,28,"7,6,5","220,216,215,218,217,219",30,1,1,124dc59c-3133-45a2-99c6-820543bee419,,https://youtube.com/embed/TV0j8S7JUpA
65,Сила воли,Race,"История легендарного чернокожего атлета Джесси Оуэнса, чье невероятное упорство привело его на Олимпийские игры 1936 года в нацистском Берлине. Встретившиеся на его пути преграды и искушения — ничто в сравнении с грандиозным забегом, за которым следил весь мир. Затаив дыхание, одни надеялись на победу Джесси как на символ справедливости и достоинства, а другие жаждали его поражения во имя триумфа идеологии. Несколько секунд — и Джесси ворвался в историю, бросив дерзкий вызов самому Гитлеру.",images/movies/Сила_воли_вертикальная.webp,images/movies/Сила_воли_горизонтальная.webp,2016-01-01,0.0,7.1,7.4,134,12,8,"16,14,9","426,429,425,428,427",70,"12,8,5",1,4a01ed61-cf28-4ec2-aa18-a97a2462bd74,,https://www.youtube.com/embed/RFPBrbmcbaE?si=ajWFpCk4EHS92kCi
47,"Знакомьтесь, Джо Блэк",Meet Joe Black,"В жизни богатого и влиятельного газетного магната Уильяма Пэрриша появляется сама Смерть, принявшая обличье обворожительного молодого человека по имени Джо Блэк.
Смерть, уставшая от своих привычных обязанностей,предлагает Пэрришу необычное соглашение: магнат станет проводником Джо в мире живых, где тот планирует провести свой отпуск. По окончании каникул Смерть заберет Пэрриша с собой. С помощью Уильяма, загадочный и эксцентричный Джо начинает свое путешествие по бренной Земле.
Но происходит непредвиденное. Оказывается, что тело погибшего мужчины, которое Смерть выбрала для себя, принадлежало юноше, в которого была влюблена дочь Пэрриша.",images/movies/Знакомьтесь_джо_блек_вертикальная.webp,images/movies/Знакомьтесь_джо_блек_горизонтальная.webp,1998-11-02,0.0,7.2,8.1,178,12,25,"9,5,2","135,338,337,339,336",51,1,1,2ac96d6d-0fa8-40c4-bbb6-23f1339d3f1d,,https://www.youtube.com/embed/_zIOjl93WrU
151,Я-Легенда,I Am Legend,"Неизвестный вирус унёс жизни половины населения земного шара, а остальную половину превратил в вампиров. Единственный уцелевший человек с иммунитетом к заболеванию ночами держит осаду упырей, а днем пытается найти противоядие и докопаться до причин эпидемии.",images/movies/я_легенда_вертикаль.webp,images/movies/я_легенда_горизонт.webp,2007-01-01,0.0,7.2,7.9,96,16,7,"11,10,9,6,4","1002,994,998,1001,1000,996,883,997,995,999",143,1,1,,,https://youtube.com/embed/FZSCXDpI2uQ
150,Барби,Barbie,"Самая обыкновенная стереотипная Барби живёт в великолепном розовом Барбиленде, и каждый её день идеален. Она меняет наряды, загорает на пляже, проводит время с другими Барби, день заканчивается шумной вечеринкой с танцами, и в этой позитивной кутерьме с блёстками влюблённый Кен — всего лишь приложение к Барби. Однажды куклу вдруг посещают мысли о смерти, и её сделанные под туфли с каблуками ноги вдруг становятся плоскими. Чтобы разобраться в происходящем и вернуть привычный пластмассовый мир, Барби придётся отправиться в мир реальный и найти там девочку, которая с ней играет. За ней увязывается не мыслящий жизни без своего кумира Кен.",images/movies/барби_вертикаь_1.webp,images/movies/барби_горизонт__2.webp,2023-01-01,0.0,7.3,6.8,114,16,19,"7,5,1","993,987,988,9,989,991,479,986,992,990",142,"6,1",1,5018f760-a526-42ff-bf8e-47d439a48790,,https://youtube.com/embed/iq2LPQVoxsA
10,Заклятие,The Conjuring,"Эд и Лоррейн Уоррены — детективы, которые расследуют паранормальные дела. Однажды к ним обращается семья, страдающая от злого духа. Уоррены, вынужденные сражаться с могущественной демонической сущностью, сталкиваются с самым пугающим случаем в своей жизни.",images/movies/заклятие_вертикаль.webp,images/movies/заклятие_горизонталь.webp,2013-01-01,0.0,7.3,7.5,112,16,26,"12,10","48,54,56,51,55,49,50,53,52,57",12,1,1,2ac96d6d-0fa8-40c4-bbb6-23f1339d3f1d,,https://youtube.com/embed/CkqSvj4rK8s
66,Непокоренный,Invictus,"Фильм о времени после падения апартеида, когда Южная Африка провела у себя Кубок мира по регби 1995 года. Тогда шел первый президентский срок Нельсона Манделы, который пытался использовать все возможности, чтобы прекратить многолетнее непонимание между белым и чернокожим населением страны.",images/movies/Непокоренный_вертикальная.webp,images/movies/Непокоренный_горизонтальная.webp,2009-01-01,0.0,7.3,7.6,134,16,8,"16,14,9","145,368,432,431,430",71,1,1,,,https://www.youtube.com/embed/rtcJXLXw4I0?si=Xqlb-h00aOUKFLqQ
12,Оно,It,"Когда в городке Дерри штата Мэн начинают пропадать дети, несколько ребят сталкиваются со своими величайшими страхами — не только с группой школьных хулиганов, но со злобным клоуном Пеннивайзом, чьи проявления жестокости и список жертв уходят в глубь веков.",images/movies/оно_вертикаль.webp,images/movies/оно_горизонталь.webp,2017-01-01,0.0,7.3,7.3,135,18,51,"12,10,9,5","74,67,76,72,68,75,69,73,70,71",13,"8,1",1,,,https://youtube.com/embed/IisU-JHj_fU
51,Приключения Паддингтона,Paddington,"Познакомьтесь, это медведь по имени Паддингтон из дремучего Перу. Он приехал в Лондон, чтобы обрести семью и стать настоящим английским джентльменом. На пути к этой цели его ожидают невероятные приключения, полные юмора и опасностей.",images/movies/Приключения_Паддингтона_вертикальная.webp,images/movies/Приключения_Паддингтона_горизонтальная.webp,2014-01-01,0.0,7.3,7.2,95,6,37,"8,7,5,1","361,363,365,362,364",56,"6,4,1,5",1,"1b8fd4c0-f30f-4dcd-952b-000431d86e0a,124dc59c-3133-45a2-99c6-820543bee419",,https://youtube.com/embed/rrlvXlH_dLU
126,Сплит,Split,"Cредь бела дня с многолюдной парковки незнакомец похищает трёх школьниц. Они приходят в себя в закрытом помещении, а в душе владельца таятся 23 лика страха. Сменяя друг друга, личности ведут обычную для них жизнь — работают и ходят к психотерапевту, периодически напоминая пленницам, что они дожидаются 24-ю личность, которая скоро явит себя миру.",images/movies/сплит_вертикаль.webp,images/movies/сплит_горизонталь.webp,2017-01-01,0.0,7.3,7.0,117,18,5,"11,10","14,801,805,800,803,804,807,806,808,802",94,"1,7",1,,,https://youtube.com/embed/kDuDZ5ALoKA
105,Троя,Troy,"1193 год до нашей эры. Парис украл прекрасную Елену, жену царя Спарты Менелая. За честь Менелая вступается его брат – царь Агамемнон. Его армия под предводительством Ахиллеса подошла к Трое и взяла город в кровавую осаду, длившуюся долгих десять лет… Два мира будут воевать за честь и власть. Тысячи умрут за славу. И за любовь нация сгорит дотла.",images/movies/троя_вертикаль.webp,images/movies/троя_горизонталь.webp,2004-01-01,0.0,7.3,8.0,163,16,16,"16,9,6,2","614,419,135,615,617,217,618,58,616,613",102,"6,17,1",1,,,https://youtube.com/embed/4ojrZ9cI7jM
129,Дэдпул 2,Deadpool 2,"Единственный и неповторимый болтливый наемник вернулся! Ещё более масштабный, ещё более разрушительный и даже ещё более голозадый чем прежде! Когда в его жизнь врывается суперсолдат с убийственной миссией, Дэдпул вынужден задуматься о дружбе, семье и о том, что на самом деле значит быть героем, попутно надирая 50 оттенков задниц. Потому что иногда, чтобы делать хорошие вещи, нужно использовать грязные приёмчики.",images/movies/дэдпуль_2_вертикаль_14.webp,images/movies/дэдпул_2_горизонт_13.webp,2018-01-01,0.0,7.4,7.6,119,18,7,"7,6,4,1","565,826,46,824,825,11,567,561,560,563",122,"8,1",1,,,https://youtube.com/embed/YR7txR7-D6k
106,Законопослушный гражданин,Law Abiding Citizen,"Окружной прокурор пошёл на сделку с преступниками и освободил их из тюрьмы. Тогда человек, чьи жена и ребёнок погибли от рук убийц, решает отомстить прокурору, совершив правосудие самостоятельно. Его ловят и сажают в тюрьму, но он неожиданно ставит ультиматум: он будет убивать, не выходя из-за решетки, если его требования не будут выполнены. Смешное заявление, но вскоре люди правда начинают гибнуть...",images/movies/законопослушный_гражданин_вертикаль.webp,images/movies/законопослушный_гражданин_горизонталь.webp,2009-01-01,0.0,7.4,8.0,108,18,14,"13,11,9,6","622,625,371,619,620,628,623,624,626,627",103,1,1,124dc59c-3133-45a2-99c6-820543bee419,,https://youtube.com/embed/tzK8_r6b_g8
149,Легенда №17,,После серьезного ДТП хоккеист хочет вернуться на лед ради важной игры. Вдохновляющая драма о Валерии Харламове,images/movies/_29_11zon.webp,images/movies/легенда_17_горизонт_30.webp,2012-01-01,0.0,7.4,8.0,134,6,2,"14,9","980,983,984,985,979,976,977,982,978,981",141,2,1,,,https://youtube.com/embed/BRWyTgdWKZY
119,Области тьмы,Limitless,"Чудодейственные таблетки выводят писателя из кризиса. Триллер о том, что сверхсила не обходится без побочек",images/movies/области_тьмы_вертикаль.webp,images/movies/область_тьмы_горизонталь.webp,2011-01-01,0.0,7.4,8.0,105,18,10,"11,9,4","745,741,749,746,750,742,748,747,743,744",117,1,1,,,https://youtube.com/embed/eU0Z_rsZiws
67,Последняя дуэль,The Last Duel,"Франция, конец XIV века. Отношения между рыцарем Жаном де Карружем и его соратником и соседом Жаком Ле Гри постепенно портятся, и дело доходит до неразрешимого конфликта. Оскорблённый Карруж обращается за помощью к королю Франции Карлу VI, и тот постановляет — противники должны решить спор в смертельной дуэли.",images/movies/Последняя_дуэль_горизонтальная.webp,images/movies/Последняя_дуэль_горизонтальная_AmefEWi.webp,2021-01-01,0.0,7.4,7.4,152,18,7,"16,9","433,105,434,368,435",9,"6,1",1,,,https://www.youtube.com/embed/ec6LiX36M-c?si=7lMTgyHPyKp6OlZt
138,Чудо-женщина,Wonder Woman,"Перед тем как стать Чудо-женщиной, она была Дианой — принцессой амазонок, обученной быть непобедимой воительницей. И когда на берегах ограждённого от внешнего мира её родного острова терпит крушение американский пилот и рассказывает о масштабном конфликте, бушующем во внешнем мире, Диана покидает дом, чтобы противостоять злу. Сражаясь бок о бок с человеком в войне за мир, Диана обнаружит всю полноту своей власти и своё истинное предназначение.",images/movies/чудо-женщина_вертикаль_19.webp,images/movies/чудо_женщина_горизонталь_17.webp,2017-01-01,0.0,7.4,6.8,141,16,4,"6,5,4","890,894,893,437,891,898,892,895,897,896",132,"23,1",1,,,https://youtube.com/embed/GE4GT52MJuM
110,28 дней спустя,28 Days Later...,"Группа «зеленых» экстремистов вторгается в центр исследования приматов и выпускает из секретной научной лаборатории обезьяну, зараженную вирусом неудержимой агрессии. Смертельный вирус, передающийся через кровь за считанные секунды, приводит к мгновенному заражению и, соприкоснувшись с любым живым существом, превращает его в кровожадного монстра.
28 дней спустя вся Великобритания охвачена страшной эпидемией: многие эвакуируются, другие ищут безопасные места в надежде спастись. Те, кому посчастливилось не заразиться, вместе с группой военных прячутся в заброшенном доме.",images/movies/28_недель_спустя_вертикаль.webp,images/movies/28_дней_спустя_горизонталь.webp,2002-01-01,0.0,7.5,7.5,113,16,5,"11,10,9,4","419,663,468,659,661,658,657,660,664,662",106,6,1,,,https://youtube.com/embed/IjX1_5Olsm4
87,5 сантиметров в секунду,5 Centimeters Per Second,"Такаки Тоно и Акари Синохара, два очень близких друга и одноклассника, вынуждены расстаться, когда семья Акари переезжает в маленький город Ивафуне в префектуре Тотиги из-за работы её семьи. Несмотря на разлуку, они продолжают поддерживать связь по почте. Когда Такаки узнает, что его семья переезжает на остров Танэгасима, он решает встретиться с Акари в последний раз.
Проходят годы, они продолжают свой собственный путь, их расстояние постепенно увеличивается и их контакт друг с другом исчезает. Тем не менее, они продолжают вспоминать друг друга и время, которое они проводили вместе, гадая, будет ли у них возможность встретиться вновь.",images/movies/5_сантиметров_в_секунду_вертикальная.webp,images/movies/5_сантиметров_в_секунду_горизонтальная.webp,2007-03-03,0.0,7.5,7.9,63,12,14,"15,9,3,2","511,513,510,514,512",27,7,1,58ed4fc8-ac3e-48b0-a3d1-f2a08b5156ae,,https://youtube.com/embed/OlvKPUo9YBU
120,Адвокат дьявола,The Devil's Advocate,"В Нью-Йорк по приглашению главы крупного юридического концерна прибывает Кевин Ломакс, молодой адвокат. До этого он был известен тем, что защищал исключительно негодяев и притом не проиграл ни одного процесса. На новом месте работы он вполне счастлив, он живет в роскошной квартире с любящей женой, его окружают интересные люди.",images/movies/адвокат_дьявола_вертикаль.webp,images/movies/адвокат_дьявола_горизонталь.webp,1997-01-01,0.0,7.5,8.2,144,16,14,"12,11,9,5","751,757,752,753,115,437,754,756,755,35",118,"12,1",1,,,https://youtube.com/embed/q-g5otfoi0w
